flight_number,airline,flight_date,direction,scheduled_time_local,scheduled_time_utc,actual_time_local,actual_time_utc,status,is_cancelled,origin_icao,origin_iata,destination_icao,destination_iata,aircraft_model,aircraft_reg,relevant_timestamp,actual_temp_c,actual_wind_speed_kmh,actual_wind_gusts_kmh,actual_precipitation_mm,actual_snowfall_cm,actual_visibility_m,actual_cloud_cover_pct,actual_weather_code,forecast_temp_c,forecast_wind_speed_kmh,forecast_wind_gusts_kmh,forecast_precipitation_mm,forecast_snowfall_cm,forecast_visibility_m,forecast_cloud_cover_pct,forecast_weather_code,forecast_error_visibility_m,forecast_error_wind_kmh,forecast_error_snowfall_cm
AS 2438,Alaska,2025-07-22,Arrival,2025-07-22 18:43-07:00,2025-07-23 01:43Z,2025-07-22 18:58-07:00,2025-07-23 01:58Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N669QX,2025-07-22T19:00:00,18.9,8.2,21.6,0.0,0.0,,18,0,,,,,,,,,,,
AS 2067,Alaska,2025-07-23,Departure,2025-07-23 06:03-07:00,2025-07-23 13:03Z,2025-07-23 06:09-07:00,2025-07-23 13:09Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N623QX,2025-07-23T06:00:00,16.7,12.2,21.2,0.0,0.0,,32,1,,,,,,,,,,,
AS 2132,Alaska,2025-07-23,Departure,2025-07-23 13:40-07:00,2025-07-23 20:40Z,2025-07-23 14:01-07:00,2025-07-23 21:01Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N658QX,2025-07-23T14:00:00,27.5,3.8,15.8,0.0,0.0,,4,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-23,Departure,2025-07-23 19:23-07:00,2025-07-24 02:23Z,2025-07-23 20:02-07:00,2025-07-24 03:02Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N623QX,2025-07-23T19:00:00,24.0,3.8,14.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-07-23,Arrival,2025-07-23 00:09-07:00,2025-07-23 07:09Z,2025-07-23 00:05-07:00,2025-07-23 07:05Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N623QX,2025-07-23T00:00:00,15.7,10.4,19.1,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-07-23,Arrival,2025-07-23 13:03-07:00,2025-07-23 20:03Z,2025-07-23 13:07-07:00,2025-07-23 20:07Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N658QX,2025-07-23T13:00:00,27.0,2.7,16.9,0.0,0.0,,0,0,,,,,,,,,,,
AS 2438,Alaska,2025-07-23,Arrival,2025-07-23 18:43-07:00,2025-07-24 01:43Z,2025-07-23 18:47-07:00,2025-07-24 01:47Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N623QX,2025-07-23T19:00:00,24.0,3.8,14.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-07-24,Departure,2025-07-24 06:03-07:00,2025-07-24 13:03Z,2025-07-24 06:09-07:00,2025-07-24 13:09Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N637QX,2025-07-24T06:00:00,18.3,9.6,18.7,0.0,0.0,,5,0,,,,,,,,,,,
STT 90,STT,2025-07-24,Departure,2025-07-24 10:47-07:00,2025-07-24 17:47Z,2025-07-24 10:47-07:00,2025-07-24 17:47Z,Expected,False,KPUW,PUW,KBOI,BOI,Pilatus PC-12,N903PP,2025-07-24T11:00:00,27.3,12.5,29.2,0.0,0.0,,0,0,,,,,,,,,,,
AS 2132,Alaska,2025-07-24,Departure,2025-07-24 13:40-07:00,2025-07-24 20:40Z,2025-07-24 13:59-07:00,2025-07-24 20:59Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N633QX,2025-07-24T14:00:00,29.3,17.4,37.8,0.0,0.0,,0,0,,,,,,,,,,,
STT 90,STT,2025-07-24,Departure,2025-07-24 16:05-07:00,2025-07-24 23:05Z,2025-07-24 16:05-07:00,2025-07-24 23:05Z,Departed,False,KPUW,PUW,KBOI,BOI,Pilatus PC-12,N903PP,2025-07-24T16:00:00,29.3,17.0,37.4,0.0,0.0,,0,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-24,Departure,2025-07-24 19:23-07:00,2025-07-25 02:23Z,2025-07-24 20:14-07:00,2025-07-25 03:14Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N639QX,2025-07-24T19:00:00,25.6,8.1,25.6,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-07-24,Arrival,2025-07-24 00:09-07:00,2025-07-24 07:09Z,2025-07-24 00:16-07:00,2025-07-24 07:16Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N637QX,2025-07-24T00:00:00,18.1,7.8,14.4,0.0,0.0,,0,0,,,,,,,,,,,
STT 90,STT,2025-07-24,Arrival,2025-07-24 11:48-07:00,2025-07-24 18:48Z,2025-07-24 11:48-07:00,2025-07-24 18:48Z,Expected,False,KBOI,BOI,KPUW,PUW,Pilatus PC-12,N903PP,2025-07-24T12:00:00,28.3,15.1,33.1,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-07-24,Arrival,2025-07-24 13:03-07:00,2025-07-24 20:03Z,2025-07-24 13:09-07:00,2025-07-24 20:09Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N633QX,2025-07-24T13:00:00,28.8,17.6,37.4,0.0,0.0,,0,0,,,,,,,,,,,
AS 2438,Alaska,2025-07-24,Arrival,2025-07-24 18:43-07:00,2025-07-25 01:43Z,2025-07-24 19:06-07:00,2025-07-25 02:06Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N639QX,2025-07-24T19:00:00,25.6,8.1,25.6,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-07-24,Arrival,2025-07-25 00:09-07:00,2025-07-25 07:09Z,2025-07-24 23:58-07:00,2025-07-25 06:58Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N623QX,2025-07-25T00:00:00,21.7,14.4,27.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-07-25,Departure,2025-07-25 06:03-07:00,2025-07-25 13:03Z,2025-07-25 06:06-07:00,2025-07-25 13:06Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N623QX,2025-07-25T06:00:00,19.0,8.9,15.8,0.0,0.0,,11,0,,,,,,,,,,,
AS 2132,Alaska,2025-07-25,Departure,2025-07-25 13:40-07:00,2025-07-25 20:40Z,2025-07-25 14:15-07:00,2025-07-25 21:15Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N624QX,2025-07-25T14:00:00,27.9,17.0,37.1,0.0,0.0,,0,0,,,,,,,,,,,
1I 323,NetJets Aviation,2025-07-25,Departure,2025-07-25 17:30-07:00,2025-07-26 00:30Z,2025-07-25 18:32-07:00,2025-07-26 01:32Z,Departed,False,KPUW,PUW,KBFI,BFI,Cessna 680 Citation Sovereign,N323QS,2025-07-25T18:00:00,26.9,13.6,33.5,0.0,0.0,,0,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-25,Departure,2025-07-25 19:23-07:00,2025-07-26 02:23Z,2025-07-25 19:37-07:00,2025-07-26 02:37Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N638QX,2025-07-25T19:00:00,25.0,8.9,25.6,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-07-25,Arrival,2025-07-25 13:03-07:00,2025-07-25 20:03Z,2025-07-25 13:38-07:00,2025-07-25 20:38Z,Arrived,False,KSEA,SEA,KPUW,PUW,Embraer 175,N624QX,2025-07-25T13:00:00,27.4,16.7,36.4,0.0,0.0,,0,0,,,,,,,,,,,
1I 323,NetJets Aviation,2025-07-25,Arrival,2025-07-25 16:01-07:00,2025-07-25 23:01Z,2025-07-25 16:26-07:00,2025-07-25 23:26Z,Expected,False,KSDL,SCF,KPUW,PUW,Cessna 680 Citation Sovereign,N323QS,2025-07-25T16:00:00,27.9,17.7,37.4,0.0,0.0,,0,0,,,,,,,,,,,
AS 2438,Alaska,2025-07-25,Arrival,2025-07-25 18:43-07:00,2025-07-26 01:43Z,2025-07-25 18:32-07:00,2025-07-26 01:32Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N638QX,2025-07-25T19:00:00,25.0,8.9,25.6,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-07-26,Departure,2025-07-26 06:03-07:00,2025-07-26 13:03Z,2025-07-26 06:14-07:00,2025-07-26 13:14Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N641QX,2025-07-26T06:00:00,16.5,6.6,12.6,0.0,0.0,,0,0,,,,,,,,,,,
AS 2132,Alaska,2025-07-26,Departure,2025-07-26 13:40-07:00,2025-07-26 20:40Z,2025-07-26 13:49-07:00,2025-07-26 20:49Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N623QX,2025-07-26T14:00:00,26.4,15.1,33.8,0.0,0.0,,10,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-26,Departure,2025-07-26 19:23-07:00,2025-07-27 02:23Z,2025-07-26 19:30-07:00,2025-07-27 02:30Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N634QX,2025-07-26T19:00:00,23.0,6.0,17.3,0.0,0.0,,49,1,,,,,,,,,,,
AS 2364,Alaska,2025-07-26,Arrival,2025-07-26 00:09-07:00,2025-07-26 07:09Z,2025-07-26 00:08-07:00,2025-07-26 07:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N641QX,2025-07-26T00:00:00,21.0,13.8,25.9,0.0,0.0,,17,0,,,,,,,,,,,
AS 2152,Alaska,2025-07-26,Arrival,2025-07-26 13:03-07:00,2025-07-26 20:03Z,2025-07-26 12:38-07:00,2025-07-26 19:38Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N623QX,2025-07-26T13:00:00,25.9,14.2,32.8,0.0,0.0,,8,0,,,,,,,,,,,
AS 2438,Alaska,2025-07-26,Arrival,2025-07-26 18:43-07:00,2025-07-27 01:43Z,2025-07-26 18:41-07:00,2025-07-27 01:41Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N634QX,2025-07-26T19:00:00,23.0,6.0,17.3,0.0,0.0,,49,1,,,,,,,,,,,
AS 2067,Alaska,2025-07-27,Departure,2025-07-27 06:03-07:00,2025-07-27 13:03Z,2025-07-27 06:00-07:00,2025-07-27 13:00Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N623QX,2025-07-27T06:00:00,16.5,5.4,10.4,0.0,0.0,,18,0,,,,,,,,,,,
AS 2132,Alaska,2025-07-27,Departure,2025-07-27 13:40-07:00,2025-07-27 20:40Z,2025-07-27 13:45-07:00,2025-07-27 20:45Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N642QX,2025-07-27T14:00:00,27.1,10.8,28.8,0.0,0.0,,1,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-27,Departure,2025-07-27 19:23-07:00,2025-07-28 02:23Z,2025-07-27 20:29-07:00,2025-07-28 03:29Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N623QX,2025-07-27T19:00:00,25.0,1.8,8.3,0.0,0.0,,63,2,,,,,,,,,,,
AS 2364,Alaska,2025-07-27,Arrival,2025-07-27 00:09-07:00,2025-07-27 07:09Z,2025-07-27 00:01-07:00,2025-07-27 07:01Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N623QX,2025-07-27T00:00:00,19.7,3.0,4.7,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-07-27,Arrival,2025-07-27 13:03-07:00,2025-07-27 20:03Z,2025-07-27 12:56-07:00,2025-07-27 19:56Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N642QX,2025-07-27T13:00:00,26.8,11.5,28.4,0.0,0.0,,1,0,,,,,,,,,,,
AS 2438,Alaska,2025-07-27,Arrival,2025-07-27 18:43-07:00,2025-07-28 01:43Z,2025-07-27 19:21-07:00,2025-07-28 02:21Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N623QX,2025-07-27T19:00:00,25.0,1.8,8.3,0.0,0.0,,63,2,,,,,,,,,,,
AS 2364,Alaska,2025-07-27,Arrival,2025-07-28 00:09-07:00,2025-07-28 07:09Z,2025-07-27 23:44-07:00,2025-07-28 06:44Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N629QX,2025-07-28T00:00:00,20.3,0.6,1.4,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-07-28,Departure,2025-07-28 06:03-07:00,2025-07-28 13:03Z,,,CanceledUncertain,True,KPUW,PUW,KSEA,SEA,Embraer 175,,2025-07-28T06:00:00,17.5,2.7,5.8,0.0,0.0,,53,2,,,,,,,,,,,
AS 2132,Alaska,2025-07-28,Departure,2025-07-28 13:40-07:00,2025-07-28 20:40Z,2025-07-28 13:41-07:00,2025-07-28 20:41Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N631QX,2025-07-28T14:00:00,29.7,9.3,27.0,0.0,0.0,,1,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-28,Departure,2025-07-28 19:23-07:00,2025-07-29 02:23Z,2025-07-28 19:46-07:00,2025-07-29 02:46Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N625QX,2025-07-28T19:00:00,26.9,1.0,5.0,0.0,0.0,,94,3,,,,,,,,,,,
AS 2152,Alaska,2025-07-28,Arrival,2025-07-28 13:03-07:00,2025-07-28 20:03Z,2025-07-28 13:03-07:00,2025-07-28 20:03Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N631QX,2025-07-28T13:00:00,29.1,11.0,27.0,0.0,0.0,,19,0,,,,,,,,,,,
AS 2438,Alaska,2025-07-28,Arrival,2025-07-28 18:43-07:00,2025-07-29 01:43Z,2025-07-28 18:54-07:00,2025-07-29 01:54Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N625QX,2025-07-28T19:00:00,26.9,1.0,5.0,0.0,0.0,,94,3,,,,,,,,,,,
AS 2067,Alaska,2025-07-29,Departure,2025-07-29 06:03-07:00,2025-07-29 13:03Z,2025-07-29 06:15-07:00,2025-07-29 13:15Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N622QX,2025-07-29T06:00:00,19.7,3.9,8.6,0.0,0.0,,94,3,,,,,,,,,,,
AS 2132,Alaska,2025-07-29,Departure,2025-07-29 13:40-07:00,2025-07-29 20:40Z,2025-07-29 13:57-07:00,2025-07-29 20:57Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N669QX,2025-07-29T14:00:00,32.5,10.3,27.4,0.0,0.0,,1,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-29,Departure,2025-07-29 19:23-07:00,2025-07-30 02:23Z,2025-07-29 19:33-07:00,2025-07-30 02:33Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N639QX,2025-07-29T19:00:00,27.6,5.8,8.3,0.0,0.0,,31,1,,,,,,,,,,,
AS 2364,Alaska,2025-07-29,Arrival,2025-07-29 00:09-07:00,2025-07-29 07:09Z,2025-07-29 00:00-07:00,2025-07-29 07:00Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N622QX,2025-07-29T00:00:00,20.3,6.3,11.2,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-07-29,Arrival,2025-07-29 13:03-07:00,2025-07-29 20:03Z,2025-07-29 13:03-07:00,2025-07-29 20:03Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N669QX,2025-07-29T13:00:00,32.2,11.6,27.7,0.0,0.0,,22,1,,,,,,,,,,,
AS 2438,Alaska,2025-07-29,Arrival,2025-07-29 18:43-07:00,2025-07-30 01:43Z,2025-07-29 18:35-07:00,2025-07-30 01:35Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N639QX,2025-07-29T19:00:00,27.6,5.8,8.3,0.0,0.0,,31,1,,,,,,,,,,,
AS 2364,Alaska,2025-07-29,Arrival,2025-07-30 00:09-07:00,2025-07-30 07:09Z,2025-07-29 23:55-07:00,2025-07-30 06:55Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N669QX,2025-07-30T00:00:00,21.7,7.0,14.0,0.0,0.0,,47,1,,,,,,,,,,,
AS 2067,Alaska,2025-07-30,Departure,2025-07-30 06:03-07:00,2025-07-30 13:03Z,2025-07-30 06:07-07:00,2025-07-30 13:07Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N669QX,2025-07-30T06:00:00,21.6,11.4,19.1,0.0,0.0,,0,0,,,,,,,,,,,
AS 2132,Alaska,2025-07-30,Departure,2025-07-30 13:40-07:00,2025-07-30 20:40Z,2025-07-30 13:53-07:00,2025-07-30 20:53Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N636QX,2025-07-30T14:00:00,33.7,2.8,15.8,0.0,0.0,,53,2,,,,,,,,,,,
AS 2439,Alaska,2025-07-30,Departure,2025-07-30 19:23-07:00,2025-07-31 02:23Z,2025-07-30 19:28-07:00,2025-07-31 02:28Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N649QX,2025-07-30T19:00:00,29.8,13.6,26.6,0.0,0.0,,100,3,,,,,,,,,,,
AS 2152,Alaska,2025-07-30,Arrival,2025-07-30 13:03-07:00,2025-07-30 20:03Z,2025-07-30 12:54-07:00,2025-07-30 19:54Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N636QX,2025-07-30T13:00:00,33.3,3.0,15.5,0.0,0.0,,28,1,,,,,,,,,,,
AS 2438,Alaska,2025-07-30,Arrival,2025-07-30 18:43-07:00,2025-07-31 01:43Z,2025-07-30 18:29-07:00,2025-07-31 01:29Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N649QX,2025-07-30T19:00:00,29.8,13.6,26.6,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-07-30,Arrival,2025-07-31 00:09-07:00,2025-07-31 07:09Z,2025-07-30 23:54-07:00,2025-07-31 06:54Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N651QX,2025-07-31T00:00:00,22.6,4.8,6.8,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-07-31,Departure,2025-07-31 06:03-07:00,2025-07-31 13:03Z,2025-07-31 06:12-07:00,2025-07-31 13:12Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N651QX,2025-07-31T06:00:00,23.0,1.2,2.2,0.0,0.0,,100,3,,,,,,,,,,,
AS 2132,Alaska,2025-07-31,Departure,2025-07-31 13:40-07:00,2025-07-31 20:40Z,2025-07-31 14:21-07:00,2025-07-31 21:21Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N668QX,2025-07-31T14:00:00,32.1,6.5,21.2,0.0,0.0,,10,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-31,Departure,2025-07-31 19:23-07:00,2025-08-01 02:23Z,2025-07-31 19:44-07:00,2025-08-01 02:44Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N652MK,2025-07-31T19:00:00,27.4,6.1,13.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2152,Alaska,2025-07-31,Arrival,2025-07-31 13:03-07:00,2025-07-31 20:03Z,2025-07-31 13:02-07:00,2025-07-31 20:02Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N668QX,2025-07-31T13:00:00,31.5,7.2,21.6,0.0,0.0,,29,1,,,,,,,,,,,
AS 2438,Alaska,2025-07-31,Arrival,2025-07-31 18:43-07:00,2025-08-01 01:43Z,2025-07-31 18:56-07:00,2025-08-01 01:56Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N652MK,2025-07-31T19:00:00,27.4,6.1,13.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-08-01,Departure,2025-08-01 06:03-07:00,2025-08-01 13:03Z,2025-08-01 06:10-07:00,2025-08-01 13:10Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N665QX,2025-08-01T06:00:00,19.5,10.3,23.4,0.0,0.0,,80,3,,,,,,,,,,,
AS 2132,Alaska,2025-08-01,Departure,2025-08-01 13:40-07:00,2025-08-01 20:40Z,2025-08-01 14:10-07:00,2025-08-01 21:10Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N635QX,2025-08-01T14:00:00,26.8,7.5,23.0,0.0,0.0,,53,2,,,,,,,,,,,
AS 2439,Alaska,2025-08-01,Departure,2025-08-01 19:23-07:00,2025-08-02 02:23Z,2025-08-01 19:58-07:00,2025-08-02 02:58Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N637QX,2025-08-01T19:00:00,20.9,4.2,15.5,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-08-01,Arrival,2025-08-01 00:09-07:00,2025-08-01 07:09Z,2025-08-01 00:37-07:00,2025-08-01 07:37Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N665QX,2025-08-01T00:00:00,20.6,7.3,19.8,0.6,0.0,,100,53,,,,,,,,,,,
AS 2152,Alaska,2025-08-01,Arrival,2025-08-01 13:03-07:00,2025-08-01 20:03Z,2025-08-01 13:08-07:00,2025-08-01 20:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N635QX,2025-08-01T13:00:00,26.1,5.0,18.7,0.0,0.0,,77,2,,,,,,,,,,,
AS 2438,Alaska,2025-08-01,Arrival,2025-08-01 18:43-07:00,2025-08-02 01:43Z,2025-08-01 19:12-07:00,2025-08-02 02:12Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N637QX,2025-08-01T19:00:00,20.9,4.2,15.5,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-08-02,Departure,2025-08-02 06:03-07:00,2025-08-02 13:03Z,2025-08-02 06:04-07:00,2025-08-02 13:04Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N625QX,2025-08-02T06:00:00,18.6,5.7,9.7,0.0,0.0,,0,0,,,,,,,,,,,
AS 2132,Alaska,2025-08-02,Departure,2025-08-02 13:40-07:00,2025-08-02 20:40Z,2025-08-02 14:54-07:00,2025-08-02 21:54Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N667QX,2025-08-02T14:00:00,28.3,15.1,33.1,0.0,0.0,,11,0,,,,,,,,,,,
AS 2439,Alaska,2025-08-02,Departure,2025-08-02 19:23-07:00,2025-08-03 02:23Z,2025-08-02 19:57-07:00,2025-08-03 02:57Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N638QX,2025-08-02T19:00:00,23.6,6.0,13.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-08-02,Arrival,2025-08-02 00:19-07:00,2025-08-02 07:19Z,2025-08-02 00:19-07:00,2025-08-02 07:19Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N625QX,2025-08-02T00:00:00,17.7,3.2,10.1,0.1,0.0,,52,51,,,,,,,,,,,
AS 2152,Alaska,2025-08-02,Arrival,2025-08-02 13:03-07:00,2025-08-02 20:03Z,2025-08-02 14:02-07:00,2025-08-02 21:02Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N667QX,2025-08-02T13:00:00,28.0,14.1,34.2,0.0,0.0,,21,1,,,,,,,,,,,
AS 2438,Alaska,2025-08-02,Arrival,2025-08-02 18:43-07:00,2025-08-03 01:43Z,2025-08-02 18:52-07:00,2025-08-03 01:52Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N638QX,2025-08-02T19:00:00,23.6,6.0,13.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-08-03,Departure,2025-08-03 06:03-07:00,2025-08-03 13:03Z,2025-08-03 05:59-07:00,2025-08-03 12:59Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N647QX,2025-08-03T06:00:00,17.5,4.5,8.3,0.0,0.0,,1,0,,,,,,,,,,,
AS 2132,Alaska,2025-08-03,Departure,2025-08-03 13:40-07:00,2025-08-03 20:40Z,2025-08-03 14:28-07:00,2025-08-03 21:28Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N641QX,2025-08-03T14:00:00,27.1,5.2,18.7,0.0,0.0,,56,2,,,,,,,,,,,
AS 2439,Alaska,2025-08-03,Departure,2025-08-03 19:23-07:00,2025-08-04 02:23Z,2025-08-03 21:40-07:00,2025-08-04 04:40Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N649QX,2025-08-03T19:00:00,23.8,2.3,5.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-08-03,Arrival,2025-08-03 00:19-07:00,2025-08-03 07:19Z,2025-08-03 00:17-07:00,2025-08-03 07:17Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N647QX,2025-08-03T00:00:00,20.2,4.9,8.3,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-08-03,Arrival,2025-08-03 13:03-07:00,2025-08-03 20:03Z,2025-08-03 12:52-07:00,2025-08-03 19:52Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N641QX,2025-08-03T13:00:00,26.3,5.8,28.8,0.0,0.0,,93,3,,,,,,,,,,,
AS 2438,Alaska,2025-08-03,Arrival,2025-08-03 18:43-07:00,2025-08-04 01:43Z,2025-08-03 20:51-07:00,2025-08-04 03:51Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N649QX,2025-08-03T19:00:00,23.8,2.3,5.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-08-04,Departure,2025-08-04 06:03-07:00,2025-08-04 13:03Z,2025-08-04 06:12-07:00,2025-08-04 13:12Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N665QX,2025-08-04T06:00:00,15.2,9.3,15.8,0.0,0.0,,72,2,,,,,,,,,,,
AS 2132,Alaska,2025-08-04,Departure,2025-08-04 13:40-07:00,2025-08-04 20:40Z,2025-08-04 14:26-07:00,2025-08-04 21:26Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N664QX,2025-08-04T14:00:00,21.7,12.6,40.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2439,Alaska,2025-08-04,Departure,2025-08-04 19:23-07:00,2025-08-05 02:23Z,2025-08-04 20:05-07:00,2025-08-05 03:05Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N662QX,2025-08-04T19:00:00,19.8,4.6,17.3,0.0,0.0,,22,1,,,,,,,,,,,
AS 2364,Alaska,2025-08-04,Arrival,2025-08-04 00:19-07:00,2025-08-04 07:19Z,2025-08-04 00:23-07:00,2025-08-04 07:23Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N665QX,2025-08-04T00:00:00,19.2,8.8,14.8,0.0,0.0,,1,0,,,,,,,,,,,
AS 2152,Alaska,2025-08-04,Arrival,2025-08-04 13:03-07:00,2025-08-04 20:03Z,2025-08-04 13:30-07:00,2025-08-04 20:30Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N664QX,2025-08-04T13:00:00,20.1,16.5,33.5,0.0,0.0,,100,3,,,,,,,,,,,
